Account_ID,Customer_Name,Age,Gender,City,State,Account_Type,Balance,Branch_ID,IFSC_Code,Transaction_ID,Transaction_Type,Transaction_Amount,Transaction_Date,Loan_Status,Loan_Amount,Credit_Score,Debit_Card,Net_Banking,Mobile_Banking,Last_Login,KYC_Status,PAN_Number,Aadhar_Number,Email,Phone_Number,Nominee_Name,Account_Open_Date,Interest_Rate,Overdraft_Limit,Account_Status
ACC101417,Kavya Sharma,30,Male,Pune,MH,Current,403560.14,BR931,IFSC26496,TXN7319490,Debit,13496.41,2024-05-18,Pending,122060.89,341,Yes,No,No,2022-01-30,Pending,UT70UWB8Y6,286525029856,DMA00N@bankmail.com,7465968243,Sneha Verma,2024-01-15,6.45,138348.89,Inactive
ACC101418,Neha Jain,70,Male,Bhopal,MP,Savings,271111.84,BR138,IFSC73317,TXN9496282,Credit,49024.19,2019-05-24,Closed,455019.1,623,No,No,Yes,2020-06-11,Verified,7YJ9K7H6GN,949155693295,82ROY9@bankmail.com,9370868557,Priya Verma,2023-02-12,5.2,98867.76,Active
ACC101419,Amit Sharma,35,Female,Pune,MP,Savings,117788.62,BR587,IFSC64509,TXN6886598,Debit,26902.24,2022-10-18,Active,260995.79,648,Yes,Yes,No,2019-06-30,Pending,3CGD5JWMGG,133699346142,MW7FEH@bankmail.com,7273962028,Amit Patel,2022-03-03,8.69,165258.69,Inactive
ACC101420,Sneha Verma,24,Female,Lucknow,MP,Current,947432.75,BR217,IFSC20326,TXN5518780,Credit,27156.29,2022-01-14,Pending,407045.3,894,Yes,No,No,2019-01-21,Pending,WTX5RT66LC,677569403265,4PIU96@bankmail.com,8368659801,Priya Singh,2025-10-25,8.53,104244.76,Inactive
ACC101421,Priya Patel,62,Male,Lucknow,DL,Savings,815386.62,BR933,IFSC87701,TXN5983363,Credit,17159.88,2023-05-26,Active,136127.25,363,Yes,No,Yes,2024-03-07,Pending,Q9UOKEKNE3,716293512107,S05VNQ@bankmail.com,6169759990,Arjun Singh,2022-10-12,8.96,164549.97,Active
ACC101422,Priya Gupta,18,Male,Jaipur,UP,Savings,712833.75,BR803,IFSC68696,TXN2116953,Debit,5792.61,2018-02-22,Closed,121568.59,721,No,Yes,No,2025-07-01,Verified,MBTTNP0VLM,649127058386,F0N5QH@bankmail.com,7506356691,Vikas Kumar,2024-09-18,4.08,137724.57,Inactive
ACC101423,Priya Patel,74,Male,Mumbai,RJ,Current,300114.87,BR888,IFSC23652,TXN6043870,Credit,13536.25,2019-01-01,Closed,261149.74,706,Yes,Yes,No,2023-11-05,Pending,N2NRN354KE,535747666276,QTCW41@bankmail.com,6269923462,Neha Patel,2024-07-22,2.85,104642.94,Active
ACC101424,Rahul Kumar,40,Female,Delhi,MP,Current,782347.97,BR727,IFSC96551,TXN8050835,Credit,33637.9,2025-03-15,Active,358289.8,397,No,No,Yes,2020-11-06,Pending,SVF1W96JDV,509858931478,AOLYMT@bankmail.com,6030882441,Arjun Verma,2021-03-01,5.14,66460.45,Inactive
ACC101425,Neha Jain,20,Male,Mumbai,MH,Current,750923.43,BR270,IFSC31289,TXN3243521,Credit,17594.54,2018-05-11,Closed,61083.71,577,No,No,No,2023-05-26,Pending,479PQ7QZAV,701740016743,BFSVZ5@bankmail.com,7042963191,Rohit Kumar,2019-07-07,7.7,167361.74,Active
ACC101426,Priya Singh,68,Male,Jaipur,MH,Current,715472.35,BR876,IFSC97910,TXN8302034,Debit,22495.7,2018-01-11,Active,258236.73,873,No,Yes,Yes,2019-06-06,Pending,5UR0JFHFT7,399472274946,17ZTJ4@bankmail.com,8022160209,Arjun Verma,2020-12-17,6.93,92164.73,Active
ACC101427,Anjali Gupta,63,Female,Indore,MP,Current,364979.02,BR608,IFSC23114,TXN3122935,Credit,15113.66,2018-06-09,Closed,412331.18,699,Yes,No,Yes,2022-08-27,Verified,13MI9BGM62,717925453511,UE1P7L@bankmail.com,8746325093,Priya Jain,2018-12-21,2.27,99697.0,Inactive
ACC101428,Amit Verma,68,Male,Lucknow,MH,Current,484235.3,BR758,IFSC10680,TXN2876069,Credit,20398.72,2024-07-03,Closed,210650.91,590,Yes,Yes,No,2023-01-07,Verified,434HQAEO8A,906241346401,X87PJI@bankmail.com,7820811031,Neha Kumar,2025-07-16,7.48,133632.5,Inactive
ACC101429,Sneha Singh,28,Male,Jaipur,UP,Current,988590.0,BR782,IFSC32370,TXN6316363,Credit,8564.18,2025-03-24,Closed,157528.1,341,Yes,No,Yes,2018-08-01,Pending,TWDRI2L78Z,278560418189,R7SXW8@bankmail.com,9560031387,Anjali Jain,2025-05-31,7.37,133289.43,Active
ACC101430,Sneha Verma,57,Female,Bhopal,DL,Current,625739.83,BR657,IFSC94509,TXN3593643,Debit,39311.25,2025-09-07,Closed,84948.13,308,Yes,No,Yes,2024-03-06,Pending,SADD7924Y9,763230263536,81B1HG@bankmail.com,6894637843,Amit Sharma,2022-09-21,5.77,134561.91,Inactive
ACC101431,Neha Gupta,51,Female,Indore,MP,Current,299908.13,BR367,IFSC30061,TXN3397120,Debit,8083.84,2022-10-30,Active,424274.85,785,No,No,No,2022-11-26,Pending,9OLUUSK1LC,288490795440,0Z2C35@bankmail.com,6451530775,Rohit Kumar,2019-05-16,4.95,187574.71,Inactive
ACC101432,Arjun Gupta,26,Female,Jaipur,UP,Current,468609.27,BR985,IFSC59658,TXN7447536,Credit,2788.18,2023-09-22,Active,461483.07,555,No,Yes,Yes,2018-08-26,Pending,BSUROBCBAQ,179086309645,7J1XDZ@bankmail.com,7189794512,Priya Sharma,2022-10-31,8.52,112989.44,Active
ACC101433,Anjali Kumar,48,Male,Jaipur,MP,Current,553882.45,BR202,IFSC24150,TXN6504589,Credit,38519.5,2019-03-23,Active,279597.52,674,No,No,Yes,2018-11-10,Verified,8LOCNZNOD7,147124670335,QLSQWE@bankmail.com,9063434996,Rohit Kumar,2025-07-27,5.34,182892.87,Inactive
ACC101434,Sneha Singh,44,Female,Delhi,MP,Current,827440.13,BR957,IFSC18198,TXN1449098,Debit,42443.1,2024-10-18,Closed,147063.27,354,No,Yes,No,2019-12-17,Pending,KIXXQ8243G,238865971646,WPHK7Z@bankmail.com,9928816030,Priya Singh,2025-05-21,3.44,111910.47,Inactive
ACC101435,Rahul Jain,38,Female,Lucknow,UP,Savings,383597.95,BR280,IFSC94411,TXN6375033,Debit,28595.82,2025-07-01,Closed,66857.43,752,No,No,Yes,2025-08-04,Verified,1ELBNNQ1C0,431076160405,IV8ALR@bankmail.com,9777849110,Sneha Gupta,2019-06-03,7.68,143257.01,Inactive
ACC101436,Amit Singh,33,Male,Mumbai,MH,Savings,939694.25,BR134,IFSC91980,TXN2266646,Debit,21831.82,2019-05-15,Pending,53808.99,300,Yes,Yes,Yes,2025-04-03,Verified,D4P627OXFR,705010758812,2KIW2Q@bankmail.com,6355571416,Rohit Kumar,2020-06-07,6.96,63478.63,Active
ACC101437,Neha Jain,70,Male,Indore,RJ,Current,658670.28,BR446,IFSC91928,TXN1187236,Credit,4663.8,2019-07-04,Pending,479445.7,832,Yes,No,No,2019-10-07,Verified,2O4T06KF9X,837658440857,85VQN8@bankmail.com,7397411585,Vikas Singh,2022-03-17,3.32,27383.78,Inactive
ACC101438,Vikas Singh,26,Female,Delhi,RJ,Savings,420859.81,BR311,IFSC59539,TXN9242788,Debit,23146.25,2023-01-30,Pending,198673.6,719,No,No,Yes,2026-01-04,Verified,IH1VV8EOL5,970400683657,XHQZ76@bankmail.com,9221890143,Kavya Verma,2018-02-10,3.59,52085.31,Inactive
ACC101439,Rahul Patel,55,Male,Delhi,RJ,Savings,884077.95,BR760,IFSC57979,TXN3840385,Debit,45370.85,2022-03-11,Pending,241882.23,548,No,Yes,Yes,2024-08-31,Pending,GX62Y9N2OH,270105253259,MDB3G3@bankmail.com,8493434097,Rahul Patel,2023-08-01,4.18,60058.33,Active
ACC101440,Neha Verma,33,Female,Lucknow,MP,Savings,15774.6,BR266,IFSC55211,TXN7389555,Debit,33113.75,2024-09-19,Active,138545.7,537,Yes,Yes,Yes,2020-07-08,Verified,XT3JI741DH,445234720050,6LAM85@bankmail.com,7729747336,Amit Singh,2023-10-27,4.94,176738.41,Inactive
ACC101441,Neha Gupta,56,Male,Delhi,UP,Current,30478.07,BR763,IFSC41067,TXN9630057,Debit,22419.85,2022-01-31,Closed,442209.42,775,No,Yes,Yes,2020-01-26,Verified,NF8P9EJGA1,514281822062,195T64@bankmail.com,7295266198,Rahul Sharma,2019-03-29,7.27,46588.21,Active
ACC101442,Anjali Gupta,46,Male,Mumbai,MP,Savings,264096.61,BR770,IFSC59318,TXN9339166,Credit,8236.38,2018-08-17,Pending,484023.42,661,No,Yes,No,2020-06-02,Verified,MVTFCYT72F,775891669220,3MS5KC@bankmail.com,8700968502,Rahul Kumar,2020-07-05,5.67,116045.04,Inactive
ACC101443,Priya Gupta,49,Female,Lucknow,MH,Savings,151088.32,BR939,IFSC50568,TXN2014837,Debit,32836.21,2026-02-02,Closed,81461.33,711,No,No,No,2024-05-26,Pending,CVXOCKTY4T,920279814699,TFO7TQ@bankmail.com,7159299970,Rohit Kumar,2020-05-16,7.43,162073.67,Active
ACC101444,Priya Sharma,68,Female,Delhi,UP,Current,706667.91,BR168,IFSC28486,TXN8209591,Credit,20991.95,2022-08-21,Closed,95746.4,711,No,Yes,Yes,2018-12-08,Pending,IR96QLS23X,752254957026,5GPG6G@bankmail.com,9924117483,Sneha Patel,2018-03-26,4.25,194310.29,Inactive
ACC101445,Anjali Gupta,75,Male,Pune,RJ,Savings,656009.29,BR919,IFSC98772,TXN2478857,Credit,25558.14,2022-12-29,Pending,181198.51,681,No,Yes,No,2020-10-15,Verified,6PPC8F2H9K,904518462944,MY3BSF@bankmail.com,9311927496,Arjun Gupta,2020-11-13,7.13,47718.76,Inactive
ACC101446,Anjali Gupta,27,Male,Jaipur,DL,Current,774843.74,BR623,IFSC66163,TXN6082159,Debit,30598.37,2024-12-30,Closed,20273.0,534,No,No,No,2022-03-13,Verified,36V5WP7MNF,972970981713,I9J7V2@bankmail.com,8038012748,Sneha Verma,2018-03-22,8.81,69453.94,Active
ACC101447,Vikas Jain,66,Male,Indore,UP,Current,720587.01,BR472,IFSC59158,TXN9022198,Debit,4063.76,2022-03-18,Pending,25328.11,875,Yes,Yes,Yes,2018-10-14,Pending,321L5PDGL4,979785743788,CKORDU@bankmail.com,8102318445,Amit Singh,2026-01-06,6.0,47611.69,Inactive
ACC101448,Amit Gupta,37,Male,Pune,RJ,Savings,646672.23,BR876,IFSC71669,TXN8862619,Debit,33269.21,2026-01-13,Closed,142735.62,848,No,Yes,Yes,2022-06-02,Verified,WMMSQI0PZB,110440580919,P7KIJU@bankmail.com,7847871593,Anjali Sharma,2020-08-09,2.48,106820.25,Inactive
ACC101449,Sneha Gupta,22,Male,Pune,DL,Savings,63179.83,BR667,IFSC63881,TXN8317707,Credit,13637.38,2020-10-01,Active,463281.69,596,Yes,No,Yes,2024-04-10,Verified,YF1ZR0Y26T,302967921960,4D03RW@bankmail.com,6395420867,Anjali Jain,2022-12-28,6.47,39264.58,Inactive
ACC101450,Arjun Singh,30,Male,Delhi,MH,Current,959888.53,BR709,IFSC64864,TXN5277461,Credit,18912.18,2024-06-22,Active,195199.36,390,No,No,No,2020-10-05,Pending,54EENOL89U,917191789886,Z4ZGOF@bankmail.com,9549927722,Kavya Jain,2018-11-14,7.26,87982.09,Active
ACC101451,Sneha Singh,59,Female,Delhi,RJ,Current,384076.79,BR523,IFSC11387,TXN3047800,Debit,27636.42,2023-08-19,Pending,73696.53,475,No,No,No,2023-08-09,Verified,CUPZJ1J2YV,728566276320,1Q0GMV@bankmail.com,7184413076,Sneha Sharma,2025-02-11,5.95,66023.87,Active
ACC101452,Arjun Sharma,26,Male,Jaipur,RJ,Current,222105.05,BR909,IFSC38099,TXN3209352,Debit,40565.64,2024-05-05,Pending,243613.76,651,No,No,No,2023-06-23,Pending,MDEPNSP506,420830725033,GYKC1R@bankmail.com,9239678888,Vikas Sharma,2025-05-03,5.35,81831.3,Inactive
ACC101453,Kavya Singh,23,Male,Mumbai,UP,Current,259370.37,BR918,IFSC97523,TXN2260007,Credit,10355.58,2025-04-07,Closed,340108.8,638,Yes,No,Yes,2019-07-10,Pending,LKQBS9VGGU,962279716813,7DCP1F@bankmail.com,8759135112,Rohit Sharma,2019-06-22,6.04,183486.61,Inactive
ACC101454,Anjali Patel,24,Male,Lucknow,MP,Current,375020.78,BR521,IFSC44241,TXN6410842,Credit,43240.18,2024-04-17,Active,122000.79,668,No,No,No,2020-05-16,Pending,JVVEVIKOXE,536354085875,5H9L1F@bankmail.com,6853745042,Priya Jain,2023-01-13,5.94,154515.85,Active
ACC101455,Vikas Patel,22,Male,Pune,UP,Current,823814.03,BR527,IFSC58000,TXN8368374,Credit,19246.41,2021-01-26,Active,52706.92,734,Yes,Yes,Yes,2020-11-29,Pending,MKXQ9QYTR9,323700697529,B0UK14@bankmail.com,7635097129,Sneha Kumar,2023-04-20,5.47,101078.23,Active
ACC101456,Anjali Gupta,58,Female,Bhopal,MH,Savings,280201.02,BR926,IFSC62071,TXN2454197,Credit,20088.28,2025-11-04,Closed,156630.44,428,Yes,No,No,2024-07-10,Pending,FBH6FUNK39,600201321576,2TAC36@bankmail.com,7115291975,Vikas Gupta,2018-04-27,8.38,79066.03,Inactive
ACC101457,Arjun Sharma,48,Female,Pune,UP,Current,274331.36,BR857,IFSC18695,TXN1839814,Debit,7836.6,2026-03-11,Closed,478269.87,472,Yes,No,Yes,2024-06-01,Pending,IMPELZCF97,526952994553,HKNRHQ@bankmail.com,6460944975,Sneha Jain,2022-09-10,6.34,178879.57,Active
ACC101458,Anjali Sharma,57,Male,Mumbai,RJ,Savings,694163.37,BR180,IFSC55428,TXN6151599,Debit,38956.0,2025-04-19,Closed,23281.44,665,No,No,No,2021-08-31,Pending,GN8V9C0KDO,971260867806,CTNLBW@bankmail.com,7045920976,Neha Sharma,2019-03-30,6.67,52345.48,Inactive
ACC101459,Vikas Singh,44,Female,Indore,UP,Savings,595924.99,BR708,IFSC72773,TXN4467467,Credit,35673.15,2024-12-11,Active,382744.99,378,Yes,No,Yes,2020-07-18,Verified,OSQJLV98UF,326326587521,HN1PQL@bankmail.com,8203758075,Priya Gupta,2022-02-16,2.73,48862.22,Active
ACC101460,Sneha Singh,46,Female,Indore,DL,Current,717492.22,BR277,IFSC51209,TXN3924411,Credit,16947.09,2020-01-23,Active,354825.58,481,Yes,No,No,2018-02-05,Verified,5SN8JNW2QT,199316008981,5T5QGG@bankmail.com,8992563841,Anjali Kumar,2020-11-22,4.46,143495.82,Inactive
ACC101461,Rahul Singh,36,Female,Pune,RJ,Savings,180336.21,BR962,IFSC77543,TXN5027172,Debit,286.97,2020-04-09,Closed,7758.19,449,No,No,Yes,2020-03-24,Pending,3W0OUXV1QQ,742193727808,9JDRZ8@bankmail.com,7085431956,Amit Jain,2021-06-29,2.7,66681.03,Active
ACC101462,Anjali Gupta,75,Male,Mumbai,MH,Savings,676150.84,BR525,IFSC23905,TXN9883547,Debit,11676.43,2019-08-08,Pending,98544.29,535,No,Yes,Yes,2024-09-05,Pending,LBZIP5PAQF,408007203321,ZBXE0M@bankmail.com,7233576866,Priya Verma,2022-04-23,6.76,131810.55,Inactive
ACC101463,Amit Kumar,62,Female,Indore,DL,Savings,912807.22,BR637,IFSC87141,TXN1731202,Debit,21621.83,2022-11-19,Active,392810.92,332,No,No,Yes,2022-10-27,Verified,YXRGHD40CE,206089347814,U8DQ64@bankmail.com,8383318049,Amit Gupta,2024-02-18,3.43,34271.14,Active
ACC101464,Kavya Kumar,31,Female,Lucknow,RJ,Savings,870981.99,BR675,IFSC61064,TXN1381545,Debit,16654.41,2018-09-30,Active,377908.7,802,No,No,Yes,2024-10-07,Verified,5WWS4HJMHD,753716165798,ZIH9S6@bankmail.com,9930619525,Sneha Singh,2024-08-29,6.75,178874.32,Active
ACC101465,Neha Verma,63,Male,Mumbai,MP,Savings,960577.8,BR232,IFSC65887,TXN3891234,Debit,49936.09,2020-11-28,Closed,317553.47,399,Yes,Yes,No,2020-03-22,Verified,XRKTCMEHEK,857955717906,G2RTSJ@bankmail.com,8856386636,Rohit Patel,2020-03-29,3.67,123267.83,Active
ACC101466,Sneha Patel,19,Female,Jaipur,UP,Current,567169.57,BR289,IFSC28926,TXN6855507,Debit,5998.44,2019-04-05,Active,421500.69,505,Yes,Yes,Yes,2018-04-24,Pending,EYYJCET1S5,285523157896,IOF0RY@bankmail.com,7992383538,Vikas Jain,2022-04-13,6.43,150545.47,Inactive
ACC101467,Rahul Patel,51,Male,Indore,MH,Current,581902.1,BR100,IFSC92783,TXN5687881,Debit,39500.98,2024-09-22,Pending,229103.84,691,Yes,No,Yes,2025-07-21,Pending,DDKRLPWRMU,888458223096,YJPLU4@bankmail.com,9867511062,Vikas Sharma,2019-06-24,2.93,151512.13,Inactive
ACC101468,Vikas Sharma,50,Male,Delhi,MP,Savings,863546.24,BR555,IFSC37267,TXN9880268,Credit,35995.12,2020-11-25,Pending,155369.93,517,No,No,Yes,2024-03-30,Pending,MD5O7XNGKI,466806341944,CXOJ20@bankmail.com,8190082313,Anjali Jain,2019-09-06,7.21,21823.02,Inactive
ACC101469,Arjun Patel,50,Female,Delhi,MP,Current,792459.57,BR163,IFSC67163,TXN1764663,Credit,37702.93,2020-10-23,Active,481285.53,530,Yes,No,No,2025-03-15,Verified,25F5KCZUCL,268805284622,HVW597@bankmail.com,7448317944,Vikas Kumar,2024-01-12,7.82,114791.4,Inactive
ACC101470,Sneha Gupta,49,Male,Mumbai,MP,Savings,57999.56,BR336,IFSC26576,TXN7822135,Debit,24921.45,2018-03-16,Closed,255486.61,816,No,No,Yes,2021-05-18,Pending,X3CRA6HJ55,431272930257,9OTHN3@bankmail.com,6995199450,Priya Gupta,2019-02-06,4.77,183479.61,Inactive
ACC101471,Anjali Sharma,20,Female,Indore,DL,Savings,236493.74,BR695,IFSC47967,TXN9046054,Credit,37819.35,2024-01-22,Pending,447108.05,391,Yes,Yes,No,2024-07-20,Verified,3X3ECOLOO2,619013432852,OIJ0PY@bankmail.com,7968039199,Kavya Gupta,2018-05-28,4.56,28715.15,Active
ACC101472,Kavya Jain,35,Male,Lucknow,DL,Current,216322.11,BR530,IFSC56541,TXN8677809,Credit,40388.21,2018-10-18,Pending,441333.39,588,Yes,Yes,Yes,2023-08-18,Verified,FKLPW5MNKP,536337845083,FULF0O@bankmail.com,7865285279,Vikas Gupta,2024-12-19,5.38,176064.73,Inactive
ACC101473,Rahul Verma,30,Male,Jaipur,UP,Savings,911281.05,BR372,IFSC79156,TXN4524566,Debit,42263.74,2023-03-10,Pending,288823.79,484,No,No,Yes,2023-03-03,Pending,3MK1CUVKPZ,548220542379,7U6ZTW@bankmail.com,9698523111,Priya Sharma,2020-08-17,8.36,66290.68,Active
ACC101474,Kavya Jain,64,Male,Bhopal,MP,Savings,198710.96,BR278,IFSC82466,TXN4842872,Credit,48744.18,2018-06-04,Closed,496355.79,543,No,No,Yes,2018-11-06,Verified,M7ZKADDN19,658776747358,WVHUB1@bankmail.com,9678264866,Rahul Sharma,2022-07-13,8.93,53613.32,Inactive
ACC101475,Sneha Jain,67,Female,Bhopal,UP,Savings,179843.0,BR357,IFSC68282,TXN4678205,Credit,35492.58,2020-02-28,Pending,337804.39,504,Yes,Yes,Yes,2025-05-01,Pending,JIQ4EZI2IS,312467353440,OA88B9@bankmail.com,9652550623,Rahul Gupta,2024-11-25,7.23,162750.07,Active
ACC101476,Sneha Jain,31,Male,Lucknow,DL,Savings,361710.74,BR835,IFSC40622,TXN8536226,Debit,7015.85,2020-02-21,Closed,354316.86,527,Yes,No,Yes,2023-09-15,Pending,R5OD133OP2,107716855776,68D8UB@bankmail.com,9641314997,Arjun Singh,2018-01-18,4.46,153002.38,Active
ACC101477,Sneha Gupta,65,Female,Indore,MH,Current,513427.75,BR717,IFSC80983,TXN4501849,Debit,43899.25,2021-10-29,Pending,417011.61,343,No,No,No,2020-10-21,Verified,XFC4Q837OU,496100464831,5UHG8Y@bankmail.com,9694156880,Rohit Gupta,2023-12-27,6.19,135983.26,Active
ACC101478,Vikas Patel,43,Female,Jaipur,UP,Current,265679.6,BR303,IFSC23662,TXN6216768,Debit,47519.39,2025-05-19,Closed,234154.09,457,Yes,No,No,2025-03-09,Verified,LSPJX5MGZX,191875548176,4ORMA5@bankmail.com,9748493744,Kavya Jain,2018-01-11,7.25,186229.58,Inactive
ACC101479,Arjun Kumar,19,Female,Delhi,MH,Current,513769.41,BR511,IFSC39810,TXN7282530,Debit,29647.34,2018-10-05,Pending,325945.24,576,Yes,Yes,No,2025-09-21,Pending,RSSMT9COTO,310689903572,8JTUN0@bankmail.com,6957289127,Arjun Gupta,2018-07-22,3.94,152255.74,Active
ACC101480,Rohit Gupta,67,Female,Indore,MH,Savings,783892.27,BR749,IFSC24546,TXN4619711,Debit,34446.4,2024-11-05,Closed,230703.0,316,No,Yes,Yes,2020-07-16,Verified,RPPW88N1KX,611496275268,QXEAGQ@bankmail.com,7531311287,Vikas Singh,2024-12-31,8.31,54914.42,Active
ACC101481,Arjun Singh,52,Male,Mumbai,MH,Savings,751188.76,BR285,IFSC21580,TXN3887083,Debit,21377.34,2022-10-17,Closed,328744.3,882,Yes,Yes,Yes,2020-11-17,Verified,OYAYOBCHO0,202724846872,9ZSMW6@bankmail.com,9456720204,Neha Singh,2024-09-22,7.8,179403.47,Active
ACC101482,Kavya Kumar,56,Female,Bhopal,RJ,Current,809846.22,BR466,IFSC87395,TXN1581553,Credit,6074.02,2023-02-04,Closed,231485.93,312,Yes,Yes,Yes,2022-03-08,Verified,X2Q6OX2PCW,937577462635,ORFDQU@bankmail.com,8081025802,Arjun Singh,2022-09-07,7.81,91603.21,Inactive
ACC101483,Rohit Gupta,36,Male,Jaipur,RJ,Current,509811.01,BR194,IFSC13093,TXN6137106,Credit,49358.82,2021-08-12,Closed,204348.46,896,Yes,Yes,Yes,2026-01-21,Verified,NNL9VALCKW,371635072873,31PSLI@bankmail.com,8071035011,Priya Sharma,2019-04-21,5.43,74285.19,Active
ACC101484,Vikas Verma,49,Male,Lucknow,UP,Savings,854698.36,BR209,IFSC46273,TXN8602358,Credit,15222.85,2022-05-24,Pending,330555.44,437,No,No,No,2024-09-14,Verified,ZGF4H3O696,901312160427,R4OOQO@bankmail.com,9947670731,Amit Sharma,2025-12-18,5.31,95175.01,Inactive
ACC101485,Kavya Sharma,54,Female,Jaipur,MH,Savings,363732.78,BR163,IFSC31770,TXN8555005,Credit,1871.2,2023-11-09,Closed,327117.53,717,No,No,No,2024-01-15,Verified,AQ4YZYJ9RY,371271657122,YVZXZQ@bankmail.com,6092474809,Vikas Gupta,2021-09-16,5.83,57201.35,Inactive
ACC101486,Arjun Verma,71,Male,Bhopal,MH,Savings,616019.67,BR827,IFSC61926,TXN6550971,Debit,2359.11,2023-04-30,Active,219223.12,533,Yes,No,Yes,2025-08-09,Pending,FXLJ61BLK2,859439658602,OO9T6K@bankmail.com,6373748314,Rohit Patel,2022-09-22,3.25,149393.86,Active
ACC101487,Rahul Patel,49,Female,Delhi,RJ,Current,605996.16,BR285,IFSC86941,TXN9363977,Debit,10714.53,2023-06-19,Pending,73481.85,494,No,No,Yes,2021-02-28,Pending,0IPTPJRO0L,591303771342,QKR71K@bankmail.com,8028612563,Sneha Sharma,2019-03-26,2.47,146729.2,Inactive
ACC101488,Amit Sharma,61,Female,Bhopal,DL,Current,187657.76,BR496,IFSC52889,TXN7767954,Debit,12606.2,2021-12-05,Pending,256149.02,553,Yes,No,Yes,2025-02-09,Pending,QYRW43L9EC,665473773663,9YWEWP@bankmail.com,8833836993,Rahul Kumar,2018-10-16,8.11,134132.96,Active
ACC101489,Arjun Gupta,46,Male,Indore,DL,Current,586550.01,BR702,IFSC95525,TXN1217411,Debit,39525.42,2025-04-19,Pending,163244.62,378,No,No,Yes,2019-12-20,Pending,KLHV2HLLKB,155262040117,L4RNWY@bankmail.com,6157470321,Sneha Singh,2019-12-10,6.11,12225.57,Active
ACC101490,Vikas Gupta,36,Female,Lucknow,MH,Current,518907.91,BR299,IFSC79128,TXN5841242,Debit,23347.0,2023-11-12,Pending,320510.55,524,Yes,Yes,Yes,2020-06-27,Verified,IG2U0V68JT,989382275818,Q2E6F3@bankmail.com,9102663946,Rahul Kumar,2018-09-01,4.8,190289.23,Inactive
ACC101491,Kavya Kumar,37,Female,Delhi,MP,Current,219268.04,BR289,IFSC56769,TXN6851232,Credit,5601.35,2018-02-09,Pending,406240.57,572,No,No,No,2024-10-15,Pending,H4DJIOG7PG,454563537578,PGCBWS@bankmail.com,8793471375,Neha Kumar,2018-09-03,2.69,194231.92,Inactive
ACC101492,Rohit Verma,62,Male,Jaipur,MP,Current,835646.36,BR381,IFSC50864,TXN3228072,Debit,11867.69,2023-12-16,Closed,298943.82,345,Yes,No,No,2020-11-18,Verified,43MXVYU46U,889281179885,1CXUYQ@bankmail.com,6168859066,Rahul Gupta,2026-01-06,6.14,176211.54,Active
ACC101493,Sneha Verma,75,Female,Pune,MP,Current,372483.15,BR172,IFSC38009,TXN7440519,Credit,45388.79,2020-09-18,Pending,9518.71,620,No,No,No,2023-09-01,Verified,TEX1A0MHXO,566443963561,SP2O5C@bankmail.com,9739134598,Arjun Singh,2021-09-04,3.49,87671.3,Inactive
ACC101494,Vikas Singh,57,Male,Indore,MH,Current,178783.74,BR190,IFSC69479,TXN4745333,Credit,38659.76,2019-07-08,Closed,108388.3,529,No,No,Yes,2023-08-07,Pending,Z1T49PGYKG,885771301804,ZY2TDB@bankmail.com,6986043161,Neha Singh,2020-02-11,5.54,20389.55,Inactive
ACC101495,Arjun Jain,38,Female,Bhopal,MP,Current,912306.12,BR382,IFSC55194,TXN5014722,Credit,2379.52,2023-01-01,Pending,419658.23,480,Yes,No,Yes,2021-06-20,Pending,IFHR1765PM,324304070174,SASXEL@bankmail.com,8289342772,Rahul Singh,2019-03-03,3.22,195683.31,Active
ACC101496,Amit Sharma,44,Male,Bhopal,MH,Current,484315.3,BR919,IFSC19309,TXN5608121,Debit,13179.69,2023-09-08,Closed,38431.07,546,No,No,Yes,2020-10-27,Pending,L00PXSPV37,926891875902,6VIEU8@bankmail.com,7190401493,Neha Jain,2022-11-28,3.96,50651.92,Active
ACC101497,Arjun Patel,64,Female,Lucknow,RJ,Savings,140258.76,BR563,IFSC48807,TXN8026775,Credit,7710.78,2025-04-18,Pending,262760.51,843,No,Yes,No,2024-03-25,Verified,KI5AJDSHGT,390612881180,FGFSU7@bankmail.com,7002133582,Amit Kumar,2024-06-11,4.87,170974.0,Active
ACC101498,Rohit Singh,59,Female,Mumbai,MH,Current,547026.09,BR363,IFSC48732,TXN8083710,Credit,30032.6,2019-06-29,Pending,122598.8,429,No,No,No,2021-12-22,Verified,AEFXSHK2Y8,941221540749,8S19LC@bankmail.com,8744444860,Vikas Verma,2020-01-11,4.82,51246.5,Inactive
ACC101499,Kavya Patel,19,Female,Mumbai,UP,Savings,608760.15,BR346,IFSC64314,TXN9668889,Debit,39649.3,2018-06-27,Pending,107660.85,882,No,Yes,Yes,2025-03-29,Verified,HT83R21K5C,810925576555,2AAJPX@bankmail.com,6231504802,Anjali Verma,2023-09-06,5.92,59563.09,Active
ACC101500,Arjun Sharma,44,Female,Pune,RJ,Current,529633.38,BR831,IFSC16337,TXN7861555,Credit,31971.05,2025-06-10,Closed,353812.71,868,Yes,No,No,2025-12-24,Verified,3ZB9YS9Z0H,555213483692,UOI4B6@bankmail.com,9529870107,Rahul Patel,2026-01-21,7.35,109116.83,Inactive
